Potential (V),Current (A)
-0.749850690364838,0.000000000295169694242148
-0.753355383872986,0.000000000289431534294948
-0.758354783058167,0.000000000286643320190905
-0.763353645801544,0.000000000283217393981516
-0.768352627754211,0.000000000280561907040067
-0.773349642753601,0.000000000285074852612865
-0.778347909450531,0.000000000276731831894139
-0.783345818519592,0.000000000286503681889982
-0.788343966007233,0.000000000282835477261045
-0.793335378170013,0.000000000279757689236604
-0.798339009284973,0.000000000278878004023042
-0.803350567817688,0.000000000275864636689604
-0.808344066143036,0.000000000274625627794123
-0.81334513425827,0.000000000280704487432004
-0.81834214925766,0.000000000273984307463948
-0.823341250419617,0.000000000279864742491753
-0.828341722488403,0.00000000027713761840964
-0.833338260650635,0.00000000027293367566017
-0.838329017162323,0.000000000276012268596304
-0.843333721160889,0.000000000271980438171227
-0.848325669765472,0.000000000269403055419559
-0.853329658508301,0.00000000027224320020558
-0.858337163925171,0.000000000268937455638607
-0.863333523273468,0.000000000278312067836239
-0.86832332611084,0.000000000266729360820506
-0.873344302177429,0.000000000269458094726005
-0.878329634666443,0.000000000265630017981522
-0.883331298828125,0.000000000267559252531413
-0.888323247432709,0.000000000265848842939675
-0.893331348896027,0.000000000265295757584383
-0.898329436779022,0.000000000264767013868905
-0.903327167034149,0.000000000263082361451339
-0.90831983089447,0.00000000026647123396728
-0.913318812847137,0.000000000260711896515886
-0.918310642242432,0.000000000264049671017119
-0.923327922821045,0.000000000264135269212318
-0.928320586681366,0.000000000259409077552064
-0.933322906494141,0.000000000266072414101259
-0.938316822052002,0.000000000262817739793419
-0.943316042423248,0.000000000258401355868187
-0.948313415050507,0.000000000258392890417625
-0.953316330909729,0.000000000256404120158038
-0.958316564559937,0.000000000260657856410162
-0.96333122253418,0.000000000256994397984656
-0.968320310115814,0.000000000250082066166613
-0.973327934741974,0.000000000255108795199632
-0.978327333927155,0.000000000253668835936693
-0.983316600322723,0.000000000249128301321733
-0.988327503204346,0.000000000255902576906664
-0.993306159973145,0.000000000250881732055674
-0.998308897018433,0.00000000025075508336414
-1.00332415103912,0.000000000250899218068312
-1.00829982757568,0.000000000249461867829481
-1.01331949234009,0.000000000253538939842812
-1.01831614971161,0.00000000025008486947975
-1.02330911159515,0.000000000247786541285322
-1.02829909324646,0.00000000025017596327892
-1.03329169750214,0.000000000250808041002415
-1.03830051422119,0.000000000246696552075321
-1.04329454898834,0.000000000245494152784076
-1.04829883575439,0.000000000244010062155908
-1.05330240726471,0.000000000245661047060253
-1.05829989910126,0.000000000240324732336816
-1.06329011917114,0.000000000246150932969869
-1.06829941272736,0.000000000243656317344687
-1.07329773902893,0.000000000240561376374515
-1.07829105854034,0.000000000243450370973619
-1.08329772949219,0.000000000241693193236969
-1.0883002281189,0.000000000243358611040634
-1.09329199790955,0.000000000239603004104083
-1.09828412532806,0.000000000239288477921207
-1.10329270362854,0.000000000238333214275244
-1.10828042030334,0.000000000237543679171282
-1.11328125,0.000000000240444830712505
-1.11827850341797,0.000000000236814123866225
-1.12327480316162,0.00000000023595389531117
-1.12828481197357,0.000000000242239756031992
-1.13327670097351,0.00000000023722621089739
-1.13826990127563,0.000000000237968034166869
-1.14327073097229,0.000000000236927921726249
-1.14826989173889,0.000000000241877601281359
-1.15327227115631,0.000000000236943908937803
-1.15825295448303,0.000000000233635055746362
-1.16327285766602,0.000000000242408343398282
-1.16826951503754,0.000000000243027903357174
-1.17326676845551,0.000000000241192066319229
-1.17825734615326,0.000000000241180908577832
-1.18325662612915,0.000000000243267295196858
-1.18825995922089,0.000000000239541164681611
-1.19324314594269,0.000000000237905639632885
-1.1982593536377,0.00000000024657051400645
-1.20326054096222,0.000000000246322046093539
-1.20825374126434,0.000000000243309677960823
-1.2132476568222,0.000000000240609948631842
-1.21825575828552,0.000000000246321740782207
-1.22325444221497,0.000000000247173642664578
-1.22824609279633,0.000000000246733189435133
-1.23324859142303,0.000000000242429409880174
-1.2382504940033,0.000000000249763487669696
-1.24325954914093,0.000000000247449977175407
-1.2482545375824,0.000000000246335646325591
-1.25325119495392,0.000000000252506932030272
-1.25824689865112,0.000000000242468156663733
-1.26325035095215,0.000000000249036791188928
-1.26825761795044,0.000000000247075609971503
-1.27324938774109,0.000000000247574127865136
-1.27825403213501,0.000000000246571457696021
-1.28325080871582,0.000000000244899184265179
-1.28825378417969,0.000000000248675968705925
-1.29324388504028,0.000000000245197001591535
-1.29824137687683,0.00000000024739513215799
-1.3032443523407,0.000000000239721575923113
-1.30823647975922,0.000000000241506398213076
-1.31323981285095,0.000000000245709702584307
-1.31822061538696,0.000000000240934189266184
-1.32324469089508,0.000000000240034242482423
-1.32823443412781,0.000000000237810382497372
-1.33324456214905,0.000000000246928977265526
-1.33824133872986,0.000000000245255482589357
-1.34324300289154,0.000000000242597802957434
-1.34823739528656,0.000000000243506048658304
